,Beer,Combined_Rating,Review
179,Bourbon County Brand Stout,4.63,"Given to me as the bottle itself from a friend of mine. Poured into a snifter.

L - Pitch black, with a one-finger tan head. Head goes away after a few minutes or so. Fantastic lacing.
S - French-roast coffee, with chicory. Heavy notes of bourbon, oak, and dark chocolate. Hint of black Cavendish pipe tobacco.
T - Follows nose. Rich burnt sugar. Halfway through the glass, this brew evolves into a something else! Notes of vanilla, cacao, french-roast coffee, and chewy caramel. Hinting at fig, cherry, and raisin. Finish is long-acquired; leaning sweet, with a velvety oaken tobacco.
F - Full-bodied, with little carbonation. Viscous, but not syrupy. Velvety. Dense. Strong. This one is a sipper for sure, and it'll warm you up!
O - Another fantastic brew from Goose Island. While I wouldn't say it's worth the price in the slightest, it is a must-try. Funny enough, the ABV isn't detectable; I didn't realize how strong it was until I peeked at the label halfway through the glass! A delightful & decadent end to a chilly evening. Highly recommend, but I probably won't get it again."
180,Old Rasputin,4.23,
181,Old Rasputin,4.67,"Looks - the Old Rasputin has an awesome thick head and the color is midnight black.
Aromas - getting nutty and chocolate notes.
This one feels very thick in the mouth and I'm getting strong malt, chocolate and woody like notes.

Overall just an awesome beer!"
182,Old Rasputin,4.49,One of my favorites; the co-op down the street sells it a bottle at a time.
183,Old Rasputin,4.01,
184,Old Rasputin,3.92,"One of the first I tried when I got into beer years back and still one I often fall back on when there's nothing new I'm interested in.
Beautiful black. Lacing that won't quit. Alcohol definitely comes thru a little strong on the nose, but not too bad on the taste. 
Feel could be better. Little fizzy... I don't know how else to describe it."
185,Old Rasputin,4.74,
186,Old Rasputin,4.56,
187,Old Rasputin,4.36,"On tap at my (formerly) favorite watering hole. Even worse was it was on special, making it deliciously delicious. 

All I can say is WOW. I normally can't session stouts, but this one went down smooth. A few of them and I was on cloud 9. The ABV sneaks up on you, so be careful."
188,Old Rasputin,4.45,
189,Old Rasputin,4.52,
190,Old Rasputin,4.33,
191,Old Rasputin,4.79,Nothing I don’t like about this beer! Great sipping beer! Just buy it!
192,Old Rasputin,4.63,
193,Old Rasputin,4.47,"Color is black with a mocha head
Smell is roast, malty and a little sweet
Taste has caramel and malt upfront with a bitter coco finish
The feel is a little oily and clingy at first but then smooth
This is an outstanding example of an imperial stout which makes it dangerously drinkable."
194,Old Rasputin,8.59,
195,Old Rasputin,4.4,
196,Old Rasputin,4.75,
197,Old Rasputin,7.6,
198,Old Rasputin,3.99,
199,Old Rasputin,4.48,"Black in color, light creamy brown head, dense with some staying power; some lace.

Nose is rich in roasted aromas, dark chocolate that carries some fudge aspects, espresso, strong hop presence as well; adds to the perception of incoming bitter flavors.

Taste mostly mirrors the nose, this beer is dark chocolate and espresso but it carries a chocolate richness to it as well; the finish is very hoppy, pine and rind like in nature.

High end of medium for body; it has a luscious creamy feel to it, super smooth on the palette and a big kick of bitter american hops on the finish...the roast also adds a substantial bitterness as well.

I don't really drink stouts but I do drink this beer because it is perfectly balanced and just overall amazing to sip on."
200,Pale Ale,3.57,"12 oz can acclimated to 49°F and poured into a nonic pint.

Pours a nice clear copper with a 2.5-3 finger seafoamy, barely off white head, leaving little leaving.

Initial aroma is caramel malt, a little pine, and really nothing else. After agitating I kind of just get a general grainy smell. Smells good, just simple.

Initial taste before swallowing is very sweet, with a cereal grain undertone, and a dry hop presence. After swallowing I get more of all of the previous, with the hops being bitter and dry, and seemingly growing in bitterness as I enter the aftertaste, it's not terribly bitter, but the intensity is high.

Mouthfeel is smooth, and goes down easily. The carbonation fades somewhat quickly but can be conjured for a short duration through agitation, it lends a pleasant creaminess through its small bubbles.

Overall it's solid, just simple. Limited flavor notes, in addition to a smooth mouthfeel, but a relatively strong bitterness make for an ale that's easy but not too fast to drink. Would make for a good beer for when you want to not think, or when you want to think. Want to turn your brain off? Drink something simple. Want to think about something? Drink something that doesn't require much thought.

May buy again, not something I would go out of my way for, though. If it's cheap I'll consider it."
201,Pale Ale,4.04,
202,Pale Ale,4.78,
203,Pale Ale,3.0,
204,Pale Ale,3.74,
205,Pale Ale,3.94,
206,Pale Ale,5.0,
207,Pale Ale,5.0,
208,Pale Ale,4.0,
209,Pale Ale,4.04,"A perfect 90, no higher no lower. A solid for its category with a very long and pleasant finish"
210,Pale Ale,4.05,"Really really good. Not aggressively hoppy, nice malt character. Fine pale ale."
211,Pale Ale,3.43,"A decent beer although much too bitter for my liking. I prefer a smoother bite. Overall 2.5/5 on my palette. Once you get a couple in you it is much less bitter though, I will adjust my overall rating to 4.0 overall as a standard beer its a nice stronger beer. If your not drunk its a 2.5 in taste if you have a couple in you its at least a 4.0 these are the facts of life it's just the way it works God bless"
212,Pale Ale,5.0,
213,Pale Ale,4.02,"Poured from a 12-oz bottle into a pint glass.

Appearance: Orange-ish golden in color; large creamy barely-off-white head that lingered long, leaving abundant lacing.

Nose: Pine, with a slight hint of floral.

Mouthfeel: Light-medium.

Attack: Lightly-toasted malt, grassy citrus; the tiniest bit of caramel provides depth.

Finish: The hop bitterness comes through strong, but not too aggressively.

Overall: I must admit to approaching this beer with more than a bit of reverence, honoring its status as a long-standing statesman among craft beers. I’m not a hophead, so neither pale ales nor IPA’s are my “go-to’s.” This beer, however, is worthy of its status, and is an ale I’d be proud to serve and drink with food pairings that scream out “pale ale!”"
214,Pale Ale,4.03,
215,Pale Ale,3.9,"Pours beautifully. Dark amber with a generous, frothy head. Slight notes of pine, florals and citrus but fairly subtle on the nose. Full taste though; bursts of fresh florals, grapefruit, citrus and hops. Really enjoyable classic pale ale."
216,Pale Ale,2.04,
217,Pale Ale,4.07,"Poured from a 12 ounce bottle into a tulip glass.

Look- Pale amber, mildly hazy, visible small particulate, off white creamy head, average head retention and lacing.

Smell- Bready, grassy, pine, grapefruit, medium strength of scent.

Taste- Bready, earthy, pine, grapefruit, moderately bitter, medium strength of flavor.

Feel- Medium body, average carbonation, moderately bitter, highly creamy.

Overall- Pale amber and mildly hazy with average head retention and lacing. Bouquet was malt forward with notes of pine and grapefruit. The flavor followed the nose well and was medium in strength. Feel was medium body with moderate bitterness and highly creamy. Overall this was a solid pale ale that provided a nice drinking experience, but other than mouthfeel it was only slightly above average."
218,Pale Ale,4.4,"Finally leaving this one a review after all these years...

Pours pale with some hints of orange, slightly off white head, OK retention but always great lacing when poured semi aggressively.

Nose is an aromatic combination of light floral with some pine mixed in, the malt is nicely present; very very lightly toasted in nature.

Taste is nicely hoppy and balanced; a very nice malt ever so lightly toasty backbone that carries all the pine and grass from the hops.

Light to medium body; very pleasing carbonation, it has a softness too it; finishes with a dry and piney bitter and grassy bite.

The balance of this beer is always impressive to me, it has a unique malt presence and pairs so nicely with the hops."
219,Pale Ale,3.3,"This one has a blond color and big head that lingers after being poured. It has a stronger hop presence than other ales I’ve tried, and found it too bitter for my taste. The taste has a strong pine/citrus flavor."
220,60 Minute IPA,3.97,A great drinking IPA
221,60 Minute IPA,4.18,
222,60 Minute IPA,4.82,
223,60 Minute IPA,3.93,
224,60 Minute IPA,4.39,"Pours a bright near clear orange golden with a finger and a half of foamy white head.
Nose is a bright explosion of citrus hops, floral, piney notes with a tiny hint of weedy dankness.
Taste follows with citrus - orange, sweet grapefruit - almost juicy but with floral notes, piney resin and a really nice soft bitterness balancing a cereal malt sweetness.
Exceptionally balanced medium mouthfeel - so smooth - gulp-able - with a bittersweet finish. 
Historically great and still great."
225,60 Minute IPA,5.0,
226,60 Minute IPA,4.0,I tried this beer a very long time ago as well as the 90 minute imperial IPA. For some reason the brewmaster at Dogfish Head thinks their IPA's need to be more and more malty. The 90 minute used to taste hoppy and now it tastes completely malty and toasted. Now the 60 minute version is ruined. Can't figure out why these beers started out very hoppy but are now malt dominant. The brewmaster is an idiot in my opinion. These beers aren't horrible but they are not at all what they once we're. The BM can go screw himself in my opinion. He must not like hops or something stupid like that. Screw him!
227,60 Minute IPA,4.27,
228,60 Minute IPA,3.94,
229,60 Minute IPA,3.0,"It’s a good IPA, but not a great one. I don’t particularly like IPAs but I can recognize quality in the style even if I don’t enjoy it. This one is good, possibly very good for how widely available it is, but it’s not a memorable one."
230,60 Minute IPA,5.0,"From an idiot beer drinker with no expertise at all, this is the perfect IPA. Exactly what I want when I want an IPA."
231,60 Minute IPA,3.43,"I've been a big fan of this beer since it was first produced, But the last two times I tried it (on tap at different bars) I was very disappointed. It had a pronounced malt taste but without the hoppy edge that made it great. So I ordered other IPA's that I always thought were good competition to the 60min and they didn't disappoint. I hate to see the change in 60min, as I won't buy it the was it is. I'd like to know if any of you also experienced what I have?"
232,60 Minute IPA,4.17,A smooth drink showing light amber color. A complex taste with moderate bitterness.
233,60 Minute IPA,4.65,"No need to break this down! This gets a high score from everyone including me myself for a reason, yup it’s that good!
My favorite IPA by a long shot. It’s the perfect balance of what we want in a IPA!
If you’re a lush like l am it is perfect summertime crusher with a relatively low 6% ABV!
One of my top 5!"
